id,prix_mad,ville,quartier,surface_m2,nb_chambres,nb_salles_de_bain,log_prix,price_category,surface_par_chambre,mois_annonce
1692,1050000.0,Kénitra,La Ville Haute,120.0,3,2,13.864301674514206,Moyen,30.0,5
7881,750000.0,Casablanca,Belvédère,67.0,2,1,13.527829818844937,Moyen,22.333333333333332,5
6412,1550000.0,Rabat,Agdal,50.0,1,1,14.253766134056512,Luxe,25.0,5
4936,410000.0,Tanger,Moujahidine,52.0,2,1,12.923914877701906,Économique,17.333333333333332,5
4268,640000.0,Kénitra,Alliance,90.0,2,2,13.369225017834633,Moyen,30.0,5
6822,330000.0,Mohammedia,El Alia,54.0,2,1,12.706850963741102,Économique,18.0,5
419,930000.0,El Jadida,Hay Essalam,80.0,3,2,13.742940940397677,Moyen,20.0,5
5247,1290000.0,Casablanca,Bourgogne,107.0,2,2,14.070153551531353,Moyen,35.666666666666664,5
4533,1550000.0,Casablanca,Roches Noires,123.0,3,2,14.253766134056512,Luxe,30.75,5
6264,1250000.0,Kénitra,Maamora,102.0,3,2,14.038654909278163,Moyen,25.5,5
5042,1300000.0,Casablanca,Route D'Azemmour,90.0,2,2,14.077875591662238,Moyen,30.0,5
5081,2600000.0,Marrakech,Agdal,110.0,2,2,14.77102238760702,Luxe,36.666666666666664,5
4562,620000.0,Tanger,Moujahidine,62.0,2,2,13.3374763699232,Moyen,20.666666666666668,5
294,1500000.0,Casablanca,Maârif Extension,123.0,3,2,14.220976332738882,Moyen,30.75,5
8019,300000.0,Saidia,Toute La Ville,60.0,2,1,12.611541086966115,Économique,20.0,5
3816,740000.0,Marrakech,Hay Charaf,98.0,2,1,13.51440681653079,Moyen,32.666666666666664,5
7548,1420000.0,Casablanca,Belvédère,120.0,3,2,14.166168133802547,Moyen,30.0,5
8045,540000.0,Asilah,Toute La Ville,62.0,3,1,13.199326270390594,Moyen,15.5,5
6685,1000000.0,Casablanca,2 Mars,43.0,1,1,13.815511557963774,Moyen,21.5,5
1635,1490000.0,Tétouan,Autre Secteur,160.0,3,2,14.214287349062356,Moyen,40.0,5
5940,700000.0,El Mansouria,Toute La Ville,52.0,1,1,13.45883704259595,Moyen,26.0,5
7999,1260000.0,Marrakech,Semlalia,84.0,2,2,14.04662307257814,Moyen,28.0,5
2861,4000000.0,Casablanca,Aïn Diab,189.0,3,2,15.201805169084134,Luxe,47.25,5
1149,1050000.0,Casablanca,Hay Hassani,60.0,2,2,13.864301674514206,Moyen,20.0,5
3316,330000.0,Dar Bouazza,Toute La Ville,58.0,2,1,12.706850963741102,Économique,19.333333333333332,5
5773,1200000.0,Casablanca,Sidi Maarouf,118.0,3,2,13.997832948091215,Moyen,29.5,5
1851,900000.0,Kénitra,Maamora,121.0,3,1,13.710151153416941,Moyen,30.25,5
4756,2370000.0,Dar Bouazza,Toute La Ville,145.0,2,2,14.678400935052153,Luxe,48.333333333333336,5
6570,520000.0,Casablanca,Oulfa,56.0,2,2,13.161586013632684,Moyen,18.666666666666668,5
6194,2200000.0,Casablanca,Palmier,147.0,3,2,14.603968372873895,Luxe,36.75,5
2810,870000.0,Agadir,Hay Mohammadi,72.0,2,2,13.676249640055394,Moyen,24.0,5
439,660000.0,Marrakech,Amerchich,45.0,1,1,13.399996629152975,Moyen,22.5,5
2723,1378000.0,Tanger,Centre Ville,106.0,3,2,14.136144456244882,Moyen,26.5,5
1298,670000.0,Meknès,Autre Secteur,96.0,3,2,13.415034483903348,Moyen,24.0,5
5849,3750000.0,Casablanca,Racine,208.0,3,3,15.137266664613225,Luxe,52.0,5
4560,1000000.0,Casablanca,Sidi Maarouf,112.0,2,2,13.815511557963774,Moyen,37.333333333333336,5
5541,760000.0,El Jadida,Autre Secteur,106.0,4,2,13.541075028051122,Moyen,21.2,5
7986,1000000.0,Sidi Rahal,Toute La Ville,88.0,2,2,13.815511557963774,Moyen,29.333333333333332,5
7640,500000.0,Tanger,Autre Secteur,96.0,2,1,13.122365377402328,Économique,32.0,5
5275,1200000.0,Salé,Tabriquet,115.0,3,2,13.997832948091215,Moyen,28.75,5
7513,710000.0,Had Soualem,Toute La Ville,88.0,3,2,13.47302165746721,Moyen,22.0,5
4205,890000.0,Tanger,Jirrari,78.0,2,1,13.698977865303197,Moyen,26.0,5
1766,1930000.0,Casablanca,2 Mars,129.0,3,2,14.47303107901565,Luxe,32.25,5
1784,1690000.0,Casablanca,Centre Ville,189.0,3,2,14.340239678615058,Luxe,47.25,5
374,3500000.0,Casablanca,Racine,176.0,3,3,15.068273812173887,Luxe,44.0,5
4768,1350000.0,Marrakech,Av Mohammed Vi,77.0,1,1,14.115615891155079,Moyen,38.5,5
5925,380000.0,Berrechid,Toute La Ville,62.0,2,2,12.847929163278053,Économique,20.666666666666668,5
5807,1050000.0,Temara,Abbadi,134.0,3,1,13.864301674514206,Moyen,33.5,5
5931,660000.0,Kénitra,Mimosas,90.0,2,1,13.399996629152975,Moyen,30.0,5
7767,440000.0,Casablanca,Oulfa,50.0,1,1,12.994532278619134,Économique,25.0,5
4957,2480000.0,Casablanca,Racine,186.0,3,3,14.72376952136689,Luxe,46.5,5
1794,900000.0,Asilah,Toute La Ville,67.0,2,1,13.710151153416941,Moyen,22.333333333333332,5
5978,1606500.0,Casablanca,2 Mars,119.0,3,1,14.289569080009068,Luxe,29.75,5
7895,690000.0,Ait Melloul,Toute La Ville,70.0,2,1,13.444448325847754,Moyen,23.333333333333332,5
4443,600000.0,Casablanca,Sidi Bernoussi,86.0,2,2,13.304686600863562,Moyen,28.666666666666668,5
5461,2200000.0,Temara,Harhoura,138.0,2,2,14.603968372873895,Luxe,46.0,5
2389,2250000.0,Tanger,Malabata,88.0,2,2,14.626441218624949,Luxe,29.333333333333332,5
3933,570000.0,Kénitra,Bir Rami,90.0,3,2,13.25339339419516,Moyen,22.5,5
4814,740000.0,Bouznika,Plage Oued Cherrat,74.0,2,2,13.51440681653079,Moyen,24.666666666666668,5
1394,430000.0,Marrakech,Es Saada,60.0,2,1,12.971542813248437,Économique,20.0,5
813,900000.0,Temara,Autre Secteur,120.0,4,2,13.710151153416941,Moyen,24.0,5
6907,480000.0,Marrakech,Route De Casablanca,51.0,2,1,13.081543466215237,Économique,17.0,5
1704,100000000.0,Salé,Said Hajji,100.0,3,2,18.420680753952364,Luxe,25.0,5
3321,2100000.0,Marrakech,Guéliz,120.0,2,2,14.557448378884015,Luxe,40.0,5
6255,1350000.0,Kénitra,La Ville Haute,135.0,3,2,14.115615891155079,Moyen,33.75,5
5435,490000.0,Meknès,Autre Secteur,110.0,3,2,13.102162710901053,Économique,27.5,5
2164,1100000.0,Benslimane,Autre Secteur,93.0,2,1,13.910821646859095,Moyen,31.0,5
4881,1150000.0,Casablanca,Sidi Maarouf,106.0,3,2,13.955273369904273,Moyen,26.5,5
2252,832030.0,Dcheïra El Jihadia,Toute La Ville,83.0,4,2,13.631624978724608,Moyen,16.6,5
6604,650000.0,Bouznika,Autre Secteur,70.0,2,1,13.384729180332174,Moyen,23.333333333333332,5
3308,1650000.0,Casablanca,Almaz,143.0,3,3,14.316286451937186,Luxe,35.75,5
7502,860000.0,Had Soualem,Toute La Ville,130.0,5,2,13.664688831019712,Moyen,21.666666666666668,5
4697,970000.0,Casablanca,Belvédère,67.0,2,2,13.785052381406869,Moyen,22.333333333333332,5
5891,2000000.0,Tétouan,Autre Secteur,145.0,3,2,14.508658238524095,Luxe,36.25,5
4783,880000.0,Agadir,Hay Dakhla,108.0,2,2,13.68767832281738,Moyen,36.0,5
922,1750000.0,Casablanca,Val Fleuri,118.0,2,1,14.375126917328105,Luxe,39.333333333333336,5
323,1100000.0,Sidi Rahal,Toute La Ville,108.0,2,2,13.910821646859095,Moyen,36.0,5
5520,2750000.0,Casablanca,Bourgogne,212.0,4,3,14.827111833279051,Luxe,42.4,5
4114,3250000.0,Casablanca,Gauthier,188.0,3,2,14.99416586199818,Luxe,47.0,5
6333,330000.0,Meknès,Autre Secteur,67.0,3,1,12.706850963741102,Économique,16.75,5
6832,3810000.0,Casablanca,Marina,172.0,2,2,15.153140009570041,Luxe,57.333333333333336,5
4105,1950000.0,Casablanca,Maarif,118.0,2,1,14.48334044336031,Luxe,39.333333333333336,5
2618,5400000.0,Rabat,Hay Riad,326.0,4,4,15.501909696719672,Luxe,65.2,5
4229,1500000.0,Tanger,Casabarata,100.0,2,1,14.220976332738882,Moyen,33.333333333333336,5
7014,450000.0,Tanger,Marjane,57.0,2,1,13.017005083966255,Économique,19.0,5
232,240000.0,Meknès,Hay Salam,60.0,2,1,12.388398368982115,Économique,20.0,5
6135,1550000.0,Casablanca,Abdelmoumen,77.0,2,2,14.253766134056512,Luxe,25.666666666666668,5
111,860000.0,Casablanca,Sidi Bernoussi,101.0,3,2,13.664688831019712,Moyen,25.25,5
2836,740000.0,Bouznika,Plage Oued Cherrat,74.0,2,2,13.51440681653079,Moyen,24.666666666666668,5
4551,3200000.0,Casablanca,Anfa,223.0,3,2,14.978661680269907,Luxe,55.75,5
1080,3480000.0,Casablanca,Bourgogne,260.0,3,2,15.062543139106937,Luxe,65.0,5
4685,590000.0,Had Soualem,Toute La Ville,100.0,3,2,13.28787951079572,Moyen,25.0,5
1116,800000.0,Tanger,Tanja Balia,118.0,2,1,13.592368256649284,Moyen,39.333333333333336,5
1978,535000.0,Bouznika,Autre Secteur,55.0,2,1,13.190023895035274,Moyen,18.333333333333332,5
6889,2180000.0,Casablanca,2 Mars,156.0,3,3,14.594835893480763,Luxe,39.0,5
1468,750000.0,Tanger,Aharrarine,80.0,3,2,13.527829818844937,Moyen,20.0,5
3444,1850000.0,Casablanca,Californie,119.0,3,2,14.430696737594902,Luxe,29.75,5
7389,660000.0,Casablanca,Sidi Maarouf,96.0,3,1,13.399996629152975,Moyen,24.0,5
1579,680000.0,Marrakech,Allal El Fassi,87.0,2,2,13.429849547739444,Moyen,29.0,5
4100,2250000.0,Casablanca,Californie,123.0,3,2,14.626441218624949,Luxe,30.75,5
2465,600000.0,Casablanca,Sidi Bernoussi,86.0,2,2,13.304686600863562,Moyen,28.666666666666668,5
4658,650000.0,Casablanca,Sidi Moumen,48.0,2,1,13.384729180332174,Moyen,16.0,5
5556,3000000.0,Casablanca,Racine,154.0,3,3,14.914123179965662,Luxe,38.5,5
1451,1080000.0,Casablanca,Hay Mohammadi,120.0,3,2,13.8924725250259,Moyen,30.0,5
5715,790000.0,Kénitra,Bir Rami,85.0,2,2,13.579789490265188,Moyen,28.333333333333332,5
1841,2000000.0,Casablanca,Beauséjour,110.0,2,2,14.508658238524095,Luxe,36.666666666666664,5
7562,390000.0,Saidia,Toute La Ville,69.0,2,1,12.873904582205107,Économique,23.0,5
2608,800000.0,Casablanca,Bourgogne,86.0,2,1,13.592368256649284,Moyen,28.666666666666668,5
3949,545000.0,El Jadida,Autre Secteur,70.0,2,1,13.208542908506082,Moyen,23.333333333333332,5
6273,500000.0,Kénitra,Bir Rami,80.0,2,1,13.122365377402328,Économique,26.666666666666668,5
4016,450000.0,Tanger,Hay Hassani,52.0,2,2,13.017005083966255,Économique,17.333333333333332,5
3313,350000.0,Fès,Zouagha,128.0,2,1,12.765691290604371,Économique,42.666666666666664,5
5635,750000.0,Tanger,Aouama Gharbia,100.0,2,2,13.527829818844937,Moyen,33.333333333333336,5
2575,3650000.0,Casablanca,Maarif,245.0,4,3,15.11023799953124,Luxe,49.0,5
1489,800000.0,Marrakech,Guéliz,54.0,1,1,13.592368256649284,Moyen,27.0,5
5199,900000.0,Temara,Wifak,90.0,2,1,13.710151153416941,Moyen,30.0,5
2888,1340000.0,Casablanca,Maarif,106.0,2,1,14.108180918195472,Moyen,35.333333333333336,5
3066,2490000.0,Tanger,De La Plage,98.0,2,2,14.727793670047236,Luxe,32.666666666666664,5
4588,500000.0,Meknès,Autre Secteur,82.0,2,2,13.122365377402328,Économique,27.333333333333332,5
3351,560000.0,Sidi Rahal,Toute La Ville,79.0,2,2,13.235693848424024,Moyen,26.333333333333332,5
4960,580000.0,Casablanca,Al Fida,66.0,2,1,13.270785106659046,Moyen,22.0,5
3781,300000.0,Kénitra,Bir Rami,70.0,2,1,12.611541086966115,Économique,23.333333333333332,5
7346,2590000.0,Casablanca,C.I.L,170.0,3,2,14.767168819776032,Luxe,42.5,5
1515,4216000.0,Casablanca,Racine,284.0,3,3,15.254397606394958,Luxe,71.0,5
266,390000.0,Marrakech,Azzouzia,59.0,2,1,12.873904582205107,Économique,19.666666666666668,5
1,940000.0,El Mansouria,Toute La Ville,78.0,2,2,13.753636218075409,Moyen,26.0,5
1452,900000.0,Tanger,Ahlane,66.0,2,1,13.710151153416941,Moyen,22.0,5
3774,4900000.0,Agadir,Marina,110.0,2,2,15.404745967162468,Luxe,36.666666666666664,5
4607,1380000.0,Agadir,Hay Salam,105.0,3,2,14.137594781770806,Moyen,26.25,5
3878,1200000.0,Kénitra,Mimosas,160.0,3,3,13.997832948091215,Moyen,40.0,5
2886,1200000.0,Casablanca,La Gironde,104.0,3,1,13.997832948091215,Moyen,26.0,5
3485,2100000.0,Casablanca,2 Mars,172.0,3,3,14.557448378884015,Luxe,43.0,5
839,890000.0,Tanger,Jirrari,78.0,2,1,13.698977865303197,Moyen,26.0,5
15,1900000.0,Temara,Harhoura,95.0,2,2,14.45736497045232,Luxe,31.666666666666668,5
327,1300000.0,Casablanca,Palmier,62.0,2,2,14.077875591662238,Moyen,20.666666666666668,5
3729,1500000.0,Tétouan,Centre Ville,150.0,3,2,14.220976332738882,Moyen,37.5,5
3207,750000.0,Marrakech,Massira 1,81.0,2,2,13.527829818844937,Moyen,27.0,5
8088,540000.0,Sidi Allal Tazi,Toute La Ville,100.0,4,1,13.199326270390594,Moyen,20.0,5
9,2120000.0,Casablanca,2 Mars,188.0,3,3,14.566927118346197,Luxe,47.0,5
3097,1020000.0,Tanger,Tanja Balia,196.0,2,1,13.83531416565213,Moyen,65.33333333333333,5
2647,450000.0,Casablanca,Autre Secteur,110.0,3,1,13.017005083966255,Économique,27.5,5
6676,2450000.0,Tanger,Malabata,93.0,1,2,14.711598990684092,Luxe,46.5,5
1040,1200000.0,Tanger,Marjane,120.0,4,2,13.997832948091215,Moyen,24.0,5
4161,500000.0,Kénitra,Bir Rami,80.0,2,1,13.122365377402328,Économique,26.666666666666668,5
6987,1790000.0,Marrakech,El Ghoul,96.0,2,1,14.397726736475999,Luxe,32.0,5
3783,720000.0,Essaouira,Centre Ville,75.0,2,1,13.487007879880162,Moyen,25.0,5
3406,1078000.0,Marrakech,Hay Izdihar,77.0,2,2,13.890618958094434,Moyen,25.666666666666668,5
3956,535000.0,Bouznika,Autre Secteur,55.0,2,1,13.190023895035274,Moyen,18.333333333333332,5
5674,480000.0,El Jadida,Autre Secteur,140.0,2,2,13.081543466215237,Économique,46.666666666666664,5
340,1800000.0,Marrakech,Palmeraie,95.0,2,2,14.403297778421795,Luxe,31.666666666666668,5
122,580000.0,Martil,Toute La Ville,62.0,2,1,13.270785106659046,Moyen,20.666666666666668,5
4847,1900000.0,Tétouan,Centre Ville,260.0,9,2,14.45736497045232,Luxe,26.0,5
3981,2700000.0,Casablanca,Racine,135.0,3,3,14.80876270134486,Luxe,33.75,5
1091,1092000.0,Casablanca,Oulfa,78.0,2,2,13.903522351037484,Moyen,26.0,5
5937,795000.0,Casablanca,Oulfa,103.0,3,2,13.586098651497313,Moyen,25.75,5
1373,420000.0,Berrechid,Toute La Ville,72.0,2,2,12.948012371209098,Économique,24.0,5
8131,1250000.0,Marrakech,Autre Secteur,45.0,1,1,14.038654909278163,Moyen,22.5,5
1318,1500000.0,Rabat,Agdal,117.0,3,1,14.220976332738882,Moyen,29.25,5
623,420000.0,Tamesna,Toute La Ville,61.0,2,1,12.948012371209098,Économique,20.333333333333332,5
1420,1850000.0,Sidi Bouknadel,Toute La Ville,130.0,2,2,14.430696737594902,Luxe,43.333333333333336,5
1542,490000.0,Kénitra,Seyad,80.0,2,1,13.102162710901053,Économique,26.666666666666668,5
8108,1270000.0,Casablanca,Belvédère,116.0,2,2,14.054528245836039,Moyen,38.666666666666664,5
8119,480000.0,Casablanca,Sbata,51.0,2,1,13.081543466215237,Économique,17.0,5
6108,2500000.0,Temara,Wifak,200.0,3,2,14.731801689838349,Luxe,50.0,5
6014,3000000.0,Casablanca,Moulay Youssef,119.0,3,2,14.914123179965662,Luxe,29.75,5
2222,3200000.0,Salé,Toute La Ville,111.0,2,2,14.978661680269907,Luxe,37.0,5
2261,850000.0,Temara,Skikina,87.0,3,2,13.652992804936396,Moyen,21.75,5
1411,700000.0,Kénitra,Alliance,94.0,3,1,13.45883704259595,Moyen,23.5,5
4055,580000.0,Kénitra,Al Maghrib Al Arabi,70.0,2,1,13.270785106659046,Moyen,23.333333333333332,5
6450,1250000.0,Temara,Autre Secteur,112.0,2,2,14.038654909278163,Moyen,37.333333333333336,5
3122,1650000.0,Marrakech,Route De Casablanca,104.0,2,2,14.316286451937186,Luxe,34.666666666666664,5
890,650000.0,Meknès,El Bassatine,127.0,4,1,13.384729180332174,Moyen,25.4,5
7337,350000.0,Saidia,Toute La Ville,57.0,2,1,12.765691290604371,Économique,19.0,5
7275,920000.0,Casablanca,Ain Sebaa,87.0,2,2,13.732130035981154,Moyen,29.0,5
6634,4750000.0,Rabat,Riyad,202.0,3,1,15.373655386537118,Luxe,50.5,5
7415,2300000.0,Rabat,Agdal,120.0,3,2,14.648420115681892,Luxe,30.0,5
8069,680000.0,Had Soualem,Toute La Ville,90.0,5,2,13.429849547739444,Moyen,15.0,5
7890,120000.0,Zenata,Toute La Ville,49.0,1,1,11.695255355062795,Économique,24.5,5
197,390000.0,Kénitra,Bir Rami,82.0,2,2,12.873904582205107,Économique,27.333333333333332,5
4653,1150000.0,Casablanca,Palmier,57.0,1,1,13.955273369904273,Moyen,28.5,5
7215,630000.0,Martil,Toute La Ville,65.0,2,1,13.353476685668044,Moyen,21.666666666666668,5
416,300000.0,Kénitra,Bir Rami,70.0,2,1,12.611541086966115,Économique,23.333333333333332,5
8173,700000.0,Agadir,Cité Adrar,64.0,2,1,13.45883704259595,Moyen,21.333333333333332,5
2031,750000.0,Oued Laou,Toute La Ville,87.0,2,1,13.527829818844937,Moyen,29.0,5
7381,290000.0,Asilah,Toute La Ville,50.0,1,1,12.577639650232573,Économique,25.0,5
4772,350000.0,Bouskoura,Bouskoura Centre,57.0,2,1,12.765691290604371,Économique,19.0,5
433,1650000.0,Casablanca,Almaz,146.0,3,3,14.316286451937186,Luxe,36.5,5
2956,550000.0,Tanger,Aouama Gharbia,100.0,2,1,13.217675375388819,Moyen,33.333333333333336,5
2971,850000.0,Benslimane,Autre Secteur,107.0,3,2,13.652992804936396,Moyen,26.75,5
4252,1170000.0,Marrakech,Hay Izdihar,86.0,2,2,13.972515161474428,Moyen,28.666666666666668,5
3107,320000.0,Meknès,Autre Secteur,70.0,2,1,12.676079399771027,Économique,23.333333333333332,5
6922,2500000.0,Casablanca,Sidi Belyout,153.0,3,3,14.731801689838349,Luxe,38.25,5
3455,710000.0,Bouznika,Autre Secteur,108.0,2,2,13.47302165746721,Moyen,36.0,5
2250,1320000.0,Nouaceur,Toute La Ville,136.0,3,2,14.093143052138025,Moyen,34.0,5
6244,1750000.0,Bouznika,Plage Oued Cherrat,157.0,2,2,14.375126917328105,Luxe,52.333333333333336,5
2756,380000.0,Mohammedia,Nassim,58.0,2,1,12.847929163278053,Économique,19.333333333333332,5
1109,450000.0,Tanger,Marjane,57.0,2,1,13.017005083966255,Économique,19.0,5
5766,2950000.0,Casablanca,Triangle D'Or,200.0,3,3,14.897316067298997,Luxe,50.0,5
8008,340000.0,Temara,Temara Plage,50.0,2,1,12.73670383776449,Économique,16.666666666666668,5
7055,450000.0,Larache,Toute La Ville,82.0,3,1,13.017005083966255,Économique,20.5,5
5654,520000.0,Ben Guerir,Toute La Ville,92.0,2,2,13.161586013632684,Moyen,30.666666666666668,5
5434,710000.0,Had Soualem,Toute La Ville,88.0,3,2,13.47302165746721,Moyen,22.0,5
1906,1500000.0,Mohammedia,La Siesta,95.0,2,1,14.220976332738882,Moyen,31.666666666666668,5
1195,555000.0,Tanger,Tanja Balia,74.0,2,1,13.22672519452875,Moyen,24.666666666666668,5
2700,520000.0,Casablanca,Aïn Chock,55.0,2,1,13.161586013632684,Moyen,18.333333333333332,5
5884,420000.0,Fès,Oued Fès,92.0,2,2,12.948012371209098,Économique,30.666666666666668,5
605,330000.0,Fès,Mont Fleuri,64.0,2,1,12.706850963741102,Économique,21.333333333333332,5
6256,1850000.0,Temara,Wifak,135.0,2,1,14.430696737594902,Luxe,45.0,5
881,1400000.0,Marrakech,Guéliz,96.0,2,2,14.151983508870947,Moyen,32.0,5
1219,1350000.0,Marrakech,Victor Hugo,54.0,1,1,14.115615891155079,Moyen,27.0,5
6352,750000.0,Marrakech,Socoma,100.0,2,2,13.527829818844937,Moyen,33.333333333333336,5
2569,1300000.0,Casablanca,Hay Hassani,131.0,3,1,14.077875591662238,Moyen,32.75,5
2292,950000.0,Casablanca,Maarif,47.0,2,1,13.76421831620775,Moyen,15.666666666666666,5
2374,510000.0,Berrechid,Toute La Ville,100.0,2,1,13.1421679654829,Moyen,33.333333333333336,5
8052,660000.0,Marrakech,Route De Casablanca,60.0,2,1,13.399996629152975,Moyen,20.0,5
6689,760000.0,Tanger,Tanja Balia,76.0,2,1,13.541075028051122,Moyen,25.333333333333332,5
6653,1800000.0,Casablanca,Autre Secteur,114.0,3,2,14.403297778421795,Luxe,28.5,5
5363,3000000.0,Marrakech,Hivernage,180.0,2,2,14.914123179965662,Luxe,60.0,5
5963,1500000.0,Mohammedia,La Siesta,95.0,2,1,14.220976332738882,Moyen,31.666666666666668,5
8054,660000.0,Marrakech,Massira 1,74.0,2,1,13.399996629152975,Moyen,24.666666666666668,5
2949,798000.0,Tanger,Tanja Balia,76.0,2,1,13.589865129563993,Moyen,25.333333333333332,5
3529,800000.0,Marrakech,M'Hamid,95.0,3,1,13.592368256649284,Moyen,23.75,5
1707,950000.0,Casablanca,Belvédère,105.0,2,2,13.76421831620775,Moyen,35.0,5
1158,1400000.0,Casablanca,Hay Hassani,86.0,2,2,14.151983508870947,Moyen,28.666666666666668,5
7425,340000.0,Safi,Lamiaa,65.0,2,2,12.73670383776449,Économique,21.666666666666668,5
6957,800000.0,Bouznika,Autre Secteur,170.0,3,2,13.592368256649284,Moyen,42.5,5
8041,9000000.0,Tanger,Marchan,80.0,2,1,16.012735246411598,Luxe,26.666666666666668,5
4478,750000.0,Tanger,Tanja Balia,80.0,3,1,13.527829818844937,Moyen,20.0,5
2777,420000.0,Bouskoura,Bouskoura Centre,71.0,2,1,12.948012371209098,Économique,23.666666666666668,5
5242,660000.0,Salé,Frougui,76.0,3,2,13.399996629152975,Moyen,19.0,5
5012,540000.0,Benslimane,Autre Secteur,70.0,3,1,13.199326270390594,Moyen,17.5,5
4487,1100000.0,Tamaris,Toute La Ville,80.0,2,1,13.910821646859095,Moyen,26.666666666666668,5
5455,460000.0,Marrakech,M'Hamid,71.0,3,2,13.038983942375959,Économique,17.75,5
8051,470000.0,Marrakech,Mabrouka,58.0,2,1,13.060490101343552,Économique,19.333333333333332,5
7084,1300000.0,Casablanca,La Gironde,115.0,2,2,14.077875591662238,Moyen,38.333333333333336,5
4598,850000.0,Martil,Toute La Ville,76.0,2,2,13.652992804936396,Moyen,25.333333333333332,5
1783,970000.0,Casablanca,Belvédère,109.0,3,2,13.785052381406869,Moyen,27.25,5
2571,2595000.0,Casablanca,Maarif,167.0,3,2,14.769097459938507,Luxe,41.75,5
5214,480000.0,Martil,Toute La Ville,70.0,1,1,13.081543466215237,Économique,35.0,5
5595,1200000.0,Marrakech,Guéliz,52.0,1,1,13.997832948091215,Moyen,26.0,5
905,230000.0,Casablanca,Sidi Moumen,46.0,2,1,12.345838935721968,Économique,15.333333333333334,5
1447,550000.0,Tanger,Autre Secteur,60.0,2,1,13.217675375388819,Moyen,20.0,5
7687,750000.0,Marrakech,Hay Izdihar,57.0,1,1,13.527829818844937,Moyen,28.5,5
2923,1650000.0,Casablanca,Californie,97.0,2,2,14.316286451937186,Luxe,32.333333333333336,5
3793,740000.0,Zenata,Toute La Ville,50.0,1,1,13.51440681653079,Moyen,25.0,5
6162,850000.0,Kénitra,Seyad,102.0,3,2,13.652992804936396,Moyen,25.5,5
5983,1560000.0,Temara,Harhoura,92.0,2,1,14.260197020251155,Luxe,30.666666666666668,5
4238,620000.0,Sidi Rahal,Toute La Ville,92.0,3,2,13.3374763699232,Moyen,23.0,5
1785,1600000.0,Marrakech,Route De Tahanaoute,60.0,1,1,14.285514812209815,Luxe,30.0,5
1566,1420000.0,Salé,Sala El Jadida,118.0,3,2,14.166168133802547,Moyen,29.5,5
7360,520000.0,Casablanca,Bournazil,60.0,2,1,13.161586013632684,Moyen,20.0,5
2334,390000.0,Martil,Toute La Ville,83.0,2,1,12.873904582205107,Économique,27.666666666666668,5
7716,1250000.0,Fès,Autre Secteur,125.0,3,2,14.038654909278163,Moyen,31.25,5
4314,1330000.0,Casablanca,Les Princesses,68.0,1,2,14.100690252077353,Moyen,34.0,5
7001,592000.0,Tanger,Tanja Balia,74.0,2,1,13.291263603053904,Moyen,24.666666666666668,5
4982,640000.0,Tanger,Autre Secteur,64.0,2,1,13.369225017834633,Moyen,21.333333333333332,5
5660,750000.0,Martil,Toute La Ville,116.0,2,2,13.527829818844937,Moyen,38.666666666666664,5
2707,590000.0,Had Soualem,Toute La Ville,100.0,3,2,13.28787951079572,Moyen,25.0,5
6979,750000.0,Casablanca,Ain Sebaa,75.0,2,1,13.527829818844937,Moyen,25.0,5
3860,5500000.0,Rabat,Riyad,228.0,4,3,15.520258832020865,Luxe,45.6,5
3401,440000.0,Marrakech,Route De Casablanca,60.0,2,1,12.994532278619134,Économique,20.0,5
6571,760000.0,Bouznika,Autre Secteur,89.0,2,2,13.541075028051122,Moyen,29.666666666666668,5
3542,600000.0,Dar Bouazza,Toute La Ville,53.0,2,1,13.304686600863562,Moyen,17.666666666666668,5
2405,390000.0,El Jadida,Saada,75.0,2,1,12.873904582205107,Économique,25.0,5
2199,1850000.0,Temara,Wifak,135.0,2,1,14.430696737594902,Luxe,45.0,5
4824,720000.0,Marrakech,Mabrouka,81.0,2,1,13.487007879880162,Moyen,27.0,5
2797,880000.0,Casablanca,Hay Inara,86.0,2,1,13.68767832281738,Moyen,28.666666666666668,5
5900,2600000.0,Casablanca,Ferme Bretone,151.0,3,3,14.77102238760702,Luxe,37.75,5
6672,420000.0,Salé,Toute La Ville,60.0,2,1,12.948012371209098,Économique,20.0,5
7805,1300000.0,Casablanca,Bourgogne,109.0,2,2,14.077875591662238,Moyen,36.333333333333336,5
255,459000.0,Tanger,La Nouvelle Ville Ibn Battouta,65.0,3,2,13.036807667689546,Économique,16.25,5
4078,1800000.0,Fès,Autre Secteur,275.0,3,2,14.403297778421795,Luxe,68.75,5
1114,798000.0,Tanger,Tanja Balia,76.0,2,1,13.589865129563993,Moyen,25.333333333333332,5
5943,3200000.0,Tanger,Autre Secteur,84.0,2,2,14.978661680269907,Luxe,28.0,5
7721,1250000.0,Meknès,Autre Secteur,108.0,2,2,14.038654909278163,Moyen,36.0,5
222,750000.0,Marrakech,Autre Secteur,85.0,3,1,13.527829818844937,Moyen,21.25,5
268,4350000.0,Casablanca,Gauthier,267.0,4,4,15.285686632949897,Luxe,53.4,5
108,460000.0,Deroua,Toute La Ville,78.0,2,1,13.038983942375959,Économique,26.0,5
4838,660000.0,Kénitra,Al Maghrib Al Arabi,80.0,2,1,13.399996629152975,Moyen,26.666666666666668,5
1226,630000.0,Salé,Said Hajji,76.0,2,1,13.353476685668044,Moyen,25.333333333333332,5
